BayerF,Common,Parallax,Distance,Umag,Vmag,Bmag,Temp,RA_decimal,Dec_decimal,RA,Dec,Diameter_U,Diameter_V,Diameter_B,Phi_U,Phi_V,Phi_B,SII,Baseline_Needed,Inverse_Diameter
,,0.016,1000.0,7.12,5.12,6.07,9250.0,4.398,9.461,13h 00m 16.5s,+30° 47′ 06″,0.89,0.35,0.97,4.7205723214861e-08,4.4186238440973914e-07,1.5077021055053278e-07,False,388.1442453030041,2.857142857142857
,,0.017,41.667,8.21,5.12,6.45,12000.0,5.113,-3.345,16h 38m 44.9s,+48° 55′ 42″,5.36,0.25,5.42,1.7297950724350586e-08,4.4186238440973914e-07,1.0624672238167761e-07,False,543.4019434242057,4.0
ε Scuti,,0.016,20.0,6.89,5.12,6.02,7200.0,5.145,-3.544,18h 43m 31.3s,-08° 16′ 31″,0.92,0.53,0.93,5.834379245129923e-08,4.4186238440973914e-07,1.5787579166310764e-07,False,256.3216714265121,1.8867924528301885
ι Telescopii,,0.002,500.0,,5.12,5.99,16000.0,6.895,68.888,19h 35m 13.0s,-48° 05′ 57″,,0.19,1.07,,4.4186238440973914e-07,1.6229888690929447e-07,False,715.0025571371128,5.2631578947368425
α Microscopii,,0.012,43.478,6.63,5.12,5.9,9750.0,8.085,13.118,20h 49m 58.1s,-33° 46′ 47″,0.96,0.33,0.93,7.413011188828226e-08,4.4186238440973914e-07,1.763256694227864e-07,False,411.66813895773157,3.0303030303030303
ρ Pegasi,,0.006,66.667,4.9,5.12,4.9,22000.0,9.562,-48.995,22h 55m 13.7s,+08° 48′ 57″,0.39,0.15,0.36,3.647494583352442e-07,4.4186238440973914e-07,4.429100565499393e-07,False,905.6699057070095,6.666666666666667
,,-0.009,62.5,7.67,5.12,6.23,10000.0,14.39,8.447,04h 31m 52.7s,-00° 02′ 38″,1.1,0.32,1.33,2.8444261040687188e-08,4.4186238440973914e-07,1.301114573474191e-07,False,424.5327683001607,3.125
,,,62.5,4.72,5.12,4.86,9500.0,14.75,27.075,05h 01m 25.6s,-20° 03′ 07″,0.29,0.34,0.27,4.3052131251587865e-07,4.4186238440973914e-07,4.595317693221268e-07,False,399.5602525177983,2.941176470588235
,,0.015,40.0,7.14,5.12,6.08,9250.0,15.948,-32.034,05h 42m 28.6s,+01° 28′ 29″,1.07,0.35,1.14,4.6344121664960605e-08,4.4186238440973914e-07,1.4938794095167723e-07,False,388.1442453030041,2.857142857142857
,,,100.0,4.67,5.12,4.84,9500.0,17.348,24.499,05h 49m 32.9s,+12° 39′ 04″,0.3,0.34,0.27,4.5081115687972287e-07,4.4186238440973914e-07,4.680751027687884e-07,False,399.5602525177983,2.941176470588235
φ³ Hydrae,,0.014,47.619,6.51,5.12,5.83,8250.0,18.35,28.87,10h 38m 35.0s,-16° 52′ 36″,1.09,0.42,1.02,8.279319752188363e-08,4.4186238440973914e-07,1.8806827507967206e-07,False,323.45353775250345,2.380952380952381
,,0.099,250.0,5.67,5.12,5.57,9250.0,18.404,39.507,11h 46m 31.1s,-40° 30′ 02″,1.15,0.35,0.87,1.7947115411933435e-07,4.4186238440973914e-07,2.3895468032746774e-07,False,388.1442453030041,2.857142857142857
,,0.014,17.857,5.56,5.13,5.28,6750.0,1.24,-6.077,15h 14m 37.3s,-31° 31′ 09″,0.56,0.6,0.53,1.9860704768637693e-07,4.3781136571965624e-07,3.121156470265911e-07,False,226.4174764267524,1.6666666666666667
ζ Trianguli Australis,,0.094,1000.0,5.5,5.13,5.46,42000.0,5.588,-4.61,16h 28m 28.1s,-70° 05′ 04″,0.97,0.11,0.75,2.098914054481956e-07,4.3781136571965624e-07,2.644329325431563e-07,False,1235.0044168731947,9.090909090909092
,,0.006,35.714,7.27,5.13,6.09,6600.0,7.621,-3.889,20h 44m 52.5s,+25° 16′ 14″,1.15,0.63,1.26,4.1114466157688216e-08,4.3781136571965624e-07,1.480183440766758e-07,False,215.6356918350023,1.5873015873015872
,,0.03,111.111,6.73,5.13,5.95,12000.0,11.143,-60.053,07h 10m 13.7s,-04° 14′ 14″,1.15,0.25,1.09,6.760746556477993e-08,4.3781136571965624e-07,1.6838970702402777e-07,False,543.4019434242057,4.0
,,0.053,41.667,,5.13,5.4,8250.0,12.596,-40.978,13h 14m 14.8s,-59° 06′ 12″,,0.42,0.68,,4.3781136571965624e-07,2.794573531243224e-07,False,323.45353775250345,2.380952380952381
,,0.019,200.0,4.9,5.13,4.93,8750.0,16.778,-66.89,14h 44m 59.2s,-35° 11′ 31″,0.37,0.38,0.34,3.647494583352442e-07,4.3781136571965624e-07,4.308395278918516e-07,False,357.5012785685564,2.6315789473684212
δ Librae,Zuben-el-Akribi,0.02,41.667,4.82,5.13,4.92,9500.0,18.73,-37.676,15h 00m 58.4s,-08° 31′ 08″,0.28,0.34,0.26,3.926401035882152e-07,4.3781136571965624e-07,4.348260369607687e-07,False,399.5602525177983,2.941176470588235
β² Scorpii,,,20.408,4.2,5.13,4.9,7750.0,19.153,76.561,16h 05m 26.5s,-19° 48′ 07″,0.15,0.46,0.13,6.950157647561817e-07,4.3781136571965624e-07,4.429100565499393e-07,False,295.3271431653292,2.1739130434782608
τ Piscis Austrini,,0.053,66.667,5.41,5.14,5.4,9500.0,2.467,-32.189,22h 10m 08.8s,-32° 32′ 54″,0.81,0.34,0.64,2.2803140105591708e-07,4.337974869921644e-07,2.794573531243224e-07,False,399.5602525177983,2.941176470588235
,,,500.0,7.45,5.14,6.16,10000.0,3.507,11.336,02h 59m 03.7s,+35° 10′ 59″,1.06,0.31,1.22,3.483330284654932e-08,4.337974869921644e-07,1.3877637573437405e-07,False,438.2273737291982,3.2258064516129035
,,0.032,100.0,5.29,5.14,5.17,22000.0,6.849,67.572,06h 04m 59.1s,-16° 29′ 04″,0.34,0.15,0.34,2.546798911792643e-07,4.337974869921644e-07,3.453945983512015e-07,False,905.6699057070095,6.666666666666667
,,0.012,20.408,6.4,5.14,5.8,6750.0,6.832,-45.385,06h 38m 37.6s,-48° 13′ 13″,1.15,0.6,1.03,9.162092152927733e-08,4.337974869921644e-07,1.9333725194243598e-07,False,226.4174764267524,1.6666666666666667
,,0.012,83.333,5.13,5.14,4.98,14000.0,7.862,1.767,08h 49m 47.7s,-45° 18′ 29″,0.37,0.21,0.37,2.9511729096658315e-07,4.337974869921644e-07,4.1144855490169436e-07,False,646.9070755050069,4.761904761904762
,,,16.393,8.44,5.14,6.61,6600.0,8.334,27.218,10h 31m 02.0s,-73° 13′ 18″,0.89,0.62,1.26,1.3995700995261713e-08,4.337974869921644e-07,9.168864218594059e-08,False,219.1136868645991,1.6129032258064517
,,0.034,25.0,5.3,5.14,5.29,6600.0,9.961,41.056,13h 00m 43.8s,+56° 21′ 59″,0.66,0.62,0.55,2.523449719022281e-07,4.337974869921644e-07,3.0925415357482093e-07,False,219.1136868645991,1.6129032258064517
,,0.064,32.258,5.34,5.14,5.36,8750.0,12.203,77.616,15h 07m 18.1s,+24° 52′ 09″,0.78,0.38,0.62,2.4321740788494375e-07,4.337974869921644e-07,2.89944944875772e-07,False,357.5012785685564,2.6315789473684212
,,,58.824,4.03,5.14,4.8,10000.0,18.524,-17.597,20h 09m 25.6s,+36° 50′ 23″,0.16,0.31,0.13,8.12820513631567e-07,4.337974869921644e-07,4.856412198595565e-07,False,438.2273737291982,3.2258064516129035
π Cassiopeiae,,0.023,47.619,5.21,5.14,5.12,8000.0,18.74,39.613,00h 43m 28.1s,+47° 01′ 29″,0.42,0.44,0.4,2.7415404346550983e-07,4.337974869921644e-07,3.616725442761199e-07,False,308.7511042182987,2.272727272727273
,,0.004,38.462,6.03,5.14,5.72,6450.0,20.777,16.124,02h 12m 22.3s,+30° 18′ 11″,1.11,0.65,0.9,1.288233698747414e-07,4.337974869921644e-07,2.0812082621481956e-07,False,209.00074747084838,1.5384615384615383
,,0.012,71.429,7.97,5.15,6.34,9500.0,11.53,-58.484,07h 35m 39.7s,-52° 32′ 02″,0.96,0.33,1.26,2.15771785637417e-08,4.298204077260435e-07,1.1757514995723681e-07,False,411.66813895773157,3.0303030303030303
χ Geminorum,,0.016,41.667,7.15,5.15,6.06,8750.0,11.635,-60.174,08h 03m 31.1s,+27° 47′ 39″,1.07,0.38,1.15,4.591923620363982e-08,4.298204077260435e-07,1.5216527013251506e-07,False,357.5012785685564,2.6315789473684212
,,0.027,25.641,7.11,5.15,6.05,6600.0,12.061,-41.566,09h 15m 36.7s,-38° 34′ 12″,0.96,0.62,1.05,4.7642512393935365e-08,4.298204077260435e-07,1.535732380418796e-07,False,219.1136868645991,1.6129032258064517
,,0.08,142.857,5.47,5.15,5.47,8750.0,12.369,-66.478,09h 42m 14.4s,-23° 54′ 56″,0.98,0.38,0.74,2.15771785637417e-07,4.298204077260435e-07,2.620085968454349e-07,False,357.5012785685564,2.6315789473684212
,,0.011,50.0,8.44,5.15,6.51,10000.0,13.304,49.682,09h 54m 52.2s,-19° 00′ 34″,3.66,0.31,4.2,1.3995700995261713e-08,4.298204077260435e-07,1.0053459699085869e-07,False,438.2273737291982,3.2258064516129035
χ¹ Hydrae,,0.043,52.632,5.34,5.15,5.3,10000.0,13.782,-35.748,11h 05m 19.9s,-27° 17′ 37″,0.69,0.31,0.57,2.4321740788494375e-07,4.298204077260435e-07,3.0641889445270547e-07,False,438.2273737291982,3.2258064516129035
,,,20.0,7.4,5.15,6.25,6900.0,14.845,-14.003,12h 34m 44.0s,+70° 01′ 19″,1.25,0.57,1.32,3.647494583352442e-08,4.298204077260435e-07,1.277366556141614e-07,False,238.33418571237095,1.7543859649122808
,,0.016,111.111,6.64,5.15,5.92,14000.0,19.229,2.294,14h 51m 01.0s,-02° 17′ 57″,1.03,0.21,0.98,7.345048293738554e-08,4.298204077260435e-07,1.7310736325744262e-07,False,646.9070755050069,4.761904761904762
κ Normae,,0.022,40.0,6.76,5.15,5.98,8250.0,21.079,-76.976,16h 13m 28.7s,-54° 37′ 50″,0.97,0.41,0.95,6.576497443473638e-08,4.298204077260435e-07,1.6380062002023935e-07,False,331.34264842939376,2.4390243902439024
ψ Scorpii,,0.02,76.923,5.14,5.16,5.03,9250.0,1.297,3.614,16h 12m 00.0s,-10° 03′ 51″,0.39,0.35,0.37,2.9241163937990346e-07,4.2587979054179666e-07,3.9293031946035225e-07,False,388.1442453030041,2.857142857142857
,,,32.258,4.35,5.16,4.86,9500.0,8.254,-61.084,19h 55m 51.7s,+38° 29′ 12″,0.18,0.33,0.16,6.053334255481166e-07,4.2587979054179666e-07,4.595317693221268e-07,False,411.66813895773157,3.0303030303030303
ξ Telescopii,,0.014,18.519,8.4,5.16,6.56,7050.0,8.99,-58.916,20h 07m 23.2s,-52° 52′ 51″,3.72,0.54,4.11,1.4520937481876527e-08,4.2587979054179666e-07,9.600979476492313e-08,False,251.57497380750266,1.8518518518518516
,,0.021,83.333,8.44,5.16,6.5,8750.0,10.225,-65.627,22h 52m 02.0s,+43° 18′ 45″,2.84,0.38,3.43,1.3995700995261713e-08,4.2587979054179666e-07,1.0146483216357998e-07,False,357.5012785685564,2.6315789473684212
κ Piscium,,0.04,27.778,4.95,5.16,4.97,7350.0,10.586,57.083,23h 26m 56.0s,+01° 15′ 20″,0.36,0.5,0.34,3.4833302846549317e-07,4.2587979054179666e-07,4.1525564150661744e-07,False,271.70097171210284,2.0
,,0.026,45.455,5.06,5.16,4.99,9250.0,18.539,-38.296,03h 21m 26.5s,+43° 19′ 46″,0.4,0.35,0.38,3.14770957852938e-07,4.2587979054179666e-07,4.076763718765666e-07,False,388.1442453030041,2.857142857142857
φ Tauri,,,45.455,7.18,5.16,6.1,6450.0,19.106,-51.659,04h 20m 21.3s,+27° 21′ 03″,1.05,0.65,1.13,4.4667809535049294e-08,4.2587979054179666e-07,1.466613037412991e-07,False,209.00074747084838,1.5384615384615383
,,-0.003,35.714,8.56,5.16,6.64,9250.0,21.382,6.811,06h 56m 16.0s,-48° 43′ 16″,3.46,0.35,3.96,1.2531257540324771e-08,4.2587979054179666e-07,8.918987213825386e-08,False,388.1442453030041,2.857142857142857
τ Leonis,,0.034,23.256,6.74,5.16,5.95,6450.0,22.873,9.836,11h 27m 56.2s,+02° 51′ 22″,0.91,0.65,0.91,6.698763659482151e-08,4.2587979054179666e-07,1.6838970702402777e-07,False,209.00074747084838,1.5384615384615383
,,0.006,34.483,6.6,5.16,5.92,8750.0,23.196,8.72,12h 16m 20.5s,+23° 56′ 43″,1.05,0.38,0.98,7.620696320309329e-08,4.2587979054179666e-07,1.7310736325744262e-07,False,357.5012785685564,2.6315789473684212
,,0.014,76.923,5.4,5.17,5.22,9500.0,0.47,44.394,12h 26m 24.1s,+27° 16′ 06″,0.57,0.33,0.52,2.301413496317949e-07,4.2197530115305157e-07,3.2984928067724947e-07,False,411.66813895773157,3.0303030303030303
ψ Hydrae,,0.012,38.462,6.93,5.17,6.0,9750.0,2.944,-2.288,13h 09m 03.3s,-23° 07′ 05″,1.18,0.32,1.18,5.6233440512855546e-08,4.2197530115305157e-07,1.608109217702684e-07,False,424.5327683001607,3.125
,,0.022,76.923,5.26,5.17,5.21,9500.0,4.395,-2.254,15h 57m 47.4s,+54° 44′ 59″,0.6,0.33,0.52,2.618150789373607e-07,4.2197530115305157e-07,3.3290133849383334e-07,False,411.66813895773157,3.0303030303030303
ω¹ Cygni,,,25.0,4.23,5.17,4.86,6450.0,11.429,-62.027,20h 30m 03.5s,+48° 57′ 06″,0.15,0.64,0.13,6.760746556477993e-07,4.2197530115305157e-07,4.595317693221268e-07,False,212.26638415008034,1.5625
,,0.001,32.258,8.42,5.17,6.62,8000.0,15.477,1.842,07h 31m 04.4s,+82° 24′ 41″,9.22,0.43,8.49,1.42559005035541e-08,4.2197530115305157e-07,9.084803566167304e-08,False,315.9313624559336,2.3255813953488373
,,0.049,142.857,7.8,5.17,6.29,6750.0,20.311,34.983,15h 40m 16.9s,-23° 49′ 05″,1.04,0.59,1.29,2.5234497190222804e-08,4.2197530115305157e-07,1.2311629606158805e-07,False,230.2550607729686,1.6949152542372883
,,0.0,58.824,5.21,5.18,5.08,6750.0,0.352,37.969,18h 01m 30.4s,+21° 35′ 44″,0.42,0.58,0.4,2.7415404346550983e-07,4.181066083381915e-07,3.7524554190767114e-07,False,234.22497561388178,1.7241379310344829
,,0.006,250.0,6.78,5.18,5.98,12000.0,1.716,70.622,19h 17m 38.1s,-18° 57′ 11″,0.96,0.25,0.95,6.456462837406442e-08,4.181066083381915e-07,1.6380062002023935e-07,False,543.4019434242057,4.0
,,0.004,37.037,8.48,5.18,6.55,8250.0,2.749,12.446,19h 55m 55.4s,+58° 50′ 46″,1.03,0.41,1.47,1.3489462825196184e-08,4.181066083381915e-07,9.689816245812831e-08,False,331.34264842939376,2.4390243902439024
ι Reticuli,,0.014,76.923,8.09,5.18,6.39,8750.0,8.981,-46.765,04h 01m 18.2s,-61° 04′ 44″,1.05,0.37,1.39,1.9319445425946226e-08,4.181066083381915e-07,1.1228339650951981e-07,False,367.16347528662544,2.7027027027027026
,,,47.619,7.2,5.18,6.1,6750.0,10.726,46.204,04h 28m 26.4s,+16° 21′ 35″,1.19,0.58,1.26,4.385253013024318e-08,4.181066083381915e-07,1.466613037412991e-07,False,234.22497561388178,1.7241379310344829
,,-0.003,43.478,6.67,5.18,6.38,10000.0,11.934,-16.849,07h 33m 47.9s,-14° 31′ 26″,10.89,0.31,5.6,7.144875336241906e-08,4.181066083381915e-07,1.1332234198572594e-07,False,438.2273737291982,3.2258064516129035
ω Hydrae,,0.011,111.111,7.4,5.18,6.19,9250.0,12.405,26.099,09h 05m 58.4s,+05° 05′ 32″,1.08,0.34,1.21,3.647494583352442e-08,4.181066083381915e-07,1.3499433422144122e-07,False,399.5602525177983,2.941176470588235
ξ Leonis,,0.028,100.0,6.88,5.18,6.02,8250.0,20.237,28.695,09h 31m 56.7s,+11° 17′ 59″,1.07,0.41,1.06,5.8883640916133006e-08,4.181066083381915e-07,1.5787579166310764e-07,False,331.34264842939376,2.4390243902439024
,,,43.478,7.25,5.18,6.57,12000.0,23.856,-17.091,13h 29m 42.8s,-23° 16′ 53″,55.25,0.25,24.35,4.187884115266391e-08,4.181066083381915e-07,9.512957167568394e-08,False,543.4019434242057,4.0
,,0.046,55.556,6.95,5.19,6.03,8750.0,0.506,-22.212,13h 49m 52.3s,-18° 08′ 03″,1.04,0.37,1.05,5.520706455243225e-08,4.1427338391224766e-07,1.5642837770504314e-07,False,367.16347528662544,2.7027027027027026
,,,15.385,4.49,5.19,4.9,6450.0,0.835,-9.356,14h 28m 10.4s,-29° 29′ 30″,0.25,0.64,0.22,5.32101711247165e-07,4.1427338391224766e-07,4.429100565499393e-07,False,212.26638415008034,1.5625
,,0.007,90.909,8.56,5.19,6.62,9500.0,4.279,53.612,18h 11m 54.2s,+31° 24′ 19″,6.18,0.33,6.44,1.2531257540324771e-08,4.1427338391224766e-07,9.084803566167304e-08,False,411.66813895773157,3.0303030303030303
,,,55.556,5.46,5.19,5.31,9500.0,15.778,62.599,02h 09m 25.3s,+25° 56′ 23″,0.62,0.33,0.54,2.1776829738848167e-07,4.1427338391224766e-07,3.036096291424674e-07,False,411.66813895773157,3.0303030303030303
,,,125.0,4.33,5.19,4.89,9250.0,22.644,63.584,03h 28m 03.1s,+49° 03′ 46″,0.18,0.34,0.16,6.165874141646083e-07,4.1427338391224766e-07,4.470082528454151e-07,False,399.5602525177983,2.941176470588235
,,,16.667,3.82,5.2,4.83,6300.0,0.587,-2.407,07h 18m 40.3s,-24° 33′ 32″,0.14,0.67,0.11,9.862673486697586e-07,4.104753026990793e-07,4.724061483700418e-07,False,202.7619191881365,1.4925373134328357
,,0.043,111.111,5.95,5.2,5.69,9500.0,5.916,59.888,13h 28m 25.8s,+13° 46′ 44″,1.08,0.33,0.87,1.3867387637272876e-07,4.104753026990793e-07,2.1395160132838214e-07,False,411.66813895773157,3.0303030303030303
,,0.022,24.39,5.44,5.2,5.38,6600.0,6.247,19.156,13h 34m 47.8s,+37° 10′ 57″,0.62,0.61,0.53,2.218169123111166e-07,4.104753026990793e-07,2.8465285322083247e-07,False,222.70571451811713,1.639344262295082
,,0.014,40.0,6.93,5.2,6.03,8750.0,7.067,-41.663,18h 11m 43.4s,-23° 42′ 04″,1.05,0.37,1.05,5.6233440512855546e-08,4.104753026990793e-07,1.5642837770504314e-07,False,367.16347528662544,2.7027027027027026
θ² Serpentis,,0.03,166.667,5.26,5.2,5.18,10000.0,8.651,-69.613,18h 56m 14.6s,+04° 12′ 07″,0.41,0.31,0.39,2.618150789373607e-07,4.104753026990793e-07,3.4222800163977904e-07,False,438.2273737291982,3.2258064516129035
,,0.067,83.333,5.45,5.2,5.52,10000.0,20.525,74.955,05h 24m 25.4s,+17° 23′ 00″,0.91,0.31,0.68,2.1978328263533148e-07,4.104753026990793e-07,2.5021626746127e-07,False,438.2273737291982,3.2258064516129035
ξ Aurigae,,0.012,21.739,5.16,5.2,5.04,6900.0,22.578,-19.292,05h 54m 50.8s,+55° 42′ 25″,0.36,0.56,0.36,2.8707452547632225e-07,4.104753026990793e-07,3.893279126382361e-07,False,242.5901533143776,1.7857142857142856
,,-0.013,45.455,7.93,5.2,6.37,9250.0,23.378,-14.961,06h 50m 52.4s,-34° 22′ 02″,1.33,0.34,1.6,2.2386935893061214e-08,4.104753026990793e-07,1.1437090070606329e-07,False,399.5602525177983,2.941176470588235
,,,71.429,3.86,5.21,4.79,9250.0,1.13,-40.513,07h 02m 54.8s,-04° 14′ 21″,0.17,0.34,0.13,9.505930957005716e-07,4.0671204250377826e-07,4.901348027410565e-07,False,399.5602525177983,2.941176470588235
ε Canis Minoris,,0.008,32.258,6.78,5.21,6.0,6900.0,2.678,-53.45,07h 25m 38.9s,+09° 16′ 34″,0.84,0.55,0.84,6.456462837406442e-08,4.0671204250377826e-07,1.608109217702684e-07,False,247.000883374639,1.8181818181818181
,,0.0,52.632,4.04,5.21,4.83,7500.0,12.035,43.046,08h 29m 27.6s,-44° 43′ 30″,0.16,0.47,0.13,8.053685303703013e-07,4.0671204250377826e-07,4.724061483700418e-07,False,289.04358692776907,2.127659574468085
,,0.019,200.0,,5.22,5.99,7200.0,0.845,-49.013,15h 59m 30.3s,-41° 44′ 40″,,0.51,1.07,,4.0298328408532737e-07,1.6229888690929447e-07,False,266.3735016785322,1.9607843137254901
γ¹ Normae,,-0.001,250.0,6.3,5.22,5.79,9750.0,5.98,0.553,16h 17m 00.9s,-50° 04′ 06″,0.67,0.31,0.64,1.0046034276739811e-07,4.0298328408532737e-07,1.9512617950903918e-07,False,438.2273737291982,3.2258064516129035
,,0.025,24.39,7.32,5.22,6.15,6750.0,7.462,21.445,19h 13m 55.2s,+57° 42′ 18″,1.13,0.57,1.23,3.926401035882152e-08,4.0298328408532737e-07,1.4006045772917865e-07,False,238.33418571237095,1.7543859649122808
υ Piscis Austrini,,0.009,71.429,8.28,5.22,6.47,7500.0,12.76,7.673,22h 08m 26.0s,-34° 02′ 38″,3.94,0.47,4.28,1.6217901396827036e-08,4.0298328408532737e-07,1.0430750115082754e-07,False,289.04358692776907,2.127659574468085
δ Fornacis,,,18.519,4.24,5.22,4.84,6750.0,13.166,17.529,03h 42m 14.9s,-31° 56′ 18″,0.19,0.57,0.16,6.69876365948215e-07,4.0298328408532737e-07,4.680751027687884e-07,False,238.33418571237095,1.7543859649122808
,,0.015,18.519,7.71,5.22,6.45,6750.0,13.166,17.529,03h 57m 08.3s,+61° 06′ 32″,1.08,0.57,1.2,2.7415404346550984e-08,4.0298328408532737e-07,1.0624672238167761e-07,False,238.33418571237095,1.7543859649122808
,,0.011,31.25,8.48,5.22,6.66,7500.0,19.15,6.073,07h 13m 22.3s,+16° 09′ 32″,8.97,0.47,8.33,1.3489462825196184e-08,4.0298328408532737e-07,8.756197350994562e-08,False,289.04358692776907,2.127659574468085
,,,250.0,4.66,5.22,5.23,7200.0,20.034,24.938,09h 11m 04.4s,-44° 52′ 05″,0.15,0.51,0.13,4.549824611564269e-07,4.0298328408532737e-07,3.2682520429492114e-07,False,266.3735016785322,1.9607843137254901
,,0.019,200.0,6.92,5.22,6.05,18000.0,20.655,-13.045,09h 37m 12.7s,+06° 50′ 09″,1.19,0.17,1.16,5.6753762131620724e-08,4.0298328408532737e-07,1.535732380418796e-07,False,799.1205050355966,5.88235294117647
,,0.025,1000.0,8.09,5.23,6.46,8250.0,0.502,29.752,11h 23m 12.7s,-36° 09′ 53″,1.46,0.4,1.77,1.9319445425946226e-08,3.992887111295416e-07,1.052726465759201e-07,False,339.6262146401285,2.5
,,0.022,200.0,7.21,5.23,6.14,9250.0,2.034,2.764,12h 16m 30.1s,+33° 03′ 41″,0.92,0.34,1.0,4.3450487717417406e-08,3.992887111295416e-07,1.4135642118839546e-07,False,399.5602525177983,2.941176470588235
,,0.01,62.5,8.54,5.23,6.59,9500.0,2.978,-1.218,12h 18m 59.7s,-55° 08′ 35″,3.49,0.32,4.05,1.2764231012063e-08,3.992887111295416e-07,9.339326131297505e-08,False,424.5327683001607,3.125
ν¹ Lupi,,0.032,71.429,5.54,5.23,5.5,12000.0,3.605,-16.533,15h 22m 08.3s,-47° 55′ 40″,0.88,0.24,0.69,2.0229942838019648e-07,3.992887111295416e-07,2.548681351870946e-07,False,566.043691066881,4.166666666666667
,,0.032,29.412,7.53,5.23,6.22,7500.0,4.627,-1.527,16h 03m 20.6s,-25° 51′ 55″,1.59,0.47,1.72,3.235896748497019e-08,3.992887111295416e-07,1.3131536383952654e-07,False,289.04358692776907,2.127659574468085
κ Herculis,Marfik,0.002,100.0,6.56,5.23,5.95,9250.0,6.53,11.544,16h 08m 04.5s,+17° 02′ 49″,1.07,0.34,0.97,7.906688980640729e-08,3.992887111295416e-07,1.6838970702402777e-07,False,399.5602525177983,2.941176470588235
,,0.014,125.0,4.82,5.23,4.94,12000.0,9.029,-51.812,16h 27m 59.0s,+68° 46′ 05″,0.38,0.24,0.34,3.926401035882152e-07,3.992887111295416e-07,4.2688956735776734e-07,False,566.043691066881,4.166666666666667
,,0.006,34.483,8.68,5.23,6.62,7350.0,9.981,-34.109,17h 20m 18.9s,+18° 03′ 26″,4.32,0.49,5.02,1.122004646963442e-08,3.992887111295416e-07,9.084803566167304e-08,False,277.24588950214576,2.0408163265306123
,,0.012,29.412,6.62,5.23,5.91,8750.0,14.331,-60.727,18h 07m 28.8s,+43° 27′ 42″,1.04,0.36,0.98,7.481602936843662e-08,3.992887111295416e-07,1.7470910596869808e-07,False,377.362460711254,2.7777777777777777
ω¹ Aquarii,,0.016,25.641,,5.23,5.24,6300.0,18.985,13.623,23h 39m 47.1s,-14° 13′ 18″,,0.66,0.51,,3.992887111295416e-07,3.238288528115118e-07,False,205.83406947886579,1.5151515151515151
η Tucanae,,0.036,58.824,5.14,5.23,5.06,7500.0,19.124,32.502,23h 57m 35.2s,-64° 17′ 54″,0.35,0.47,0.34,2.9241163937990346e-07,3.992887111295416e-07,3.8222187739285327e-07,False,289.04358692776907,2.127659574468085
κ Hydri,,,47.619,7.14,5.23,6.1,6600.0,20.985,4.294,02h 22m 52.3s,-73° 38′ 45″,1.07,0.6,1.13,4.6344121664960605e-08,3.992887111295416e-07,1.466613037412991e-07,False,226.4174764267524,1.6666666666666667
,,0.028,20.833,5.17,5.24,5.08,7350.0,0.746,-21.994,04h 38m 53.6s,-12° 07′ 23″,0.36,0.48,0.35,2.8444261040687187e-07,3.9562801022220897e-07,3.7524554190767114e-07,False,283.0218455334405,2.0833333333333335
,,,38.462,4.7,5.24,4.93,8250.0,1.229,7.575,06h 15m 44.9s,-13° 43′ 06″,0.29,0.4,0.26,4.385253013024318e-07,3.9562801022220897e-07,4.308395278918516e-07,False,339.6262146401285,2.5
,,0.074,71.429,5.39,5.24,5.45,9500.0,3.794,-22.125,07h 52m 15.7s,-34° 42′ 19″,0.76,0.32,0.59,2.3227082132147303e-07,3.9562801022220897e-07,2.668797003429025e-07,False,424.5327683001607,3.125
